layer,transform,alpha,head,perturb_scale,rel_delta_fro,rel_delta_2
layer_2,raw,,6,0.01,0.004701192066283512,0.002897023173974851
layer_2,raw,,7,0.0001,7.342342415756061e-05,4.983368985163275e-05
layer_2,raw,,7,0.001,0.0006697910808319077,0.0004498794941032568
layer_2,raw,,7,0.01,0.007788370590019682,0.004982341047936548
layer_2,raw,,8,0.0001,6.632048744183427e-05,4.105879209410603e-05
layer_2,raw,,8,0.001,0.0007146874236267851,0.0004968433984217717
layer_2,raw,,8,0.01,0.006401197990999563,0.003929475679206805
layer_2,raw,,9,0.0001,5.908997533343206e-05,5.4309601275977106e-05
layer_2,raw,,9,0.001,0.0006620993256196393,0.0006473930776659848
layer_2,raw,,9,0.01,0.006590457984869449,0.005365190459853592
layer_2,raw,,10,0.0001,5.9178081797806716e-05,3.9354982094340235e-05
layer_2,raw,,10,0.001,0.0006525169302402311,0.0004422669866923854
layer_2,raw,,10,0.01,0.006017080385793109,0.004007750642229303
layer_2,raw,,11,0.0001,5.637075173330598e-05,4.0435800209616846e-05
layer_2,raw,,11,0.001,0.000541484315005755,0.0003950380209879618
layer_2,raw,,11,0.01,0.005273476545756754,0.0035361095615298464
layer_2,raw,,0,0.0001,6.898051097018445e-05,6.265520986379706e-05
layer_2,raw,,0,0.001,0.0006672504334445214,0.00064153844304384
layer_2,raw,,0,0.01,0.006296130116572204,0.006250179716120463
layer_2,raw,,1,0.0001,6.158600157306875e-05,4.0905741921562295e-05
layer_2,raw,,1,0.001,0.000632491126956064,0.000457174049596501
layer_2,raw,,1,0.01,0.005673123233993608,0.0037169864861587667
layer_2,raw,,2,0.0001,5.8693594807725394e-05,3.691092221707786e-05
layer_2,raw,,2,0.001,0.0006509838009942321,0.0004563944395217924
layer_2,raw,,2,0.01,0.00698563756899956,0.005027665292541452
layer_2,raw,,3,0.0001,6.409494742309224e-05,5.143450914984493e-05
layer_2,raw,,3,0.001,0.0005805394827929471,0.00036914105073179606
layer_2,raw,,3,0.01,0.004975712287443295,0.0027166513677936116
layer_2,raw,,4,0.0001,7.455187297702544e-05,5.001207582233724e-05
layer_2,raw,,4,0.001,0.0007970095427005972,0.000533992366778548
layer_2,raw,,4,0.01,0.007405258418436466,0.005430422590252161
layer_2,raw,,5,0.0001,7.230022677241753e-05,4.688186355428793e-05
layer_2,raw,,5,0.001,0.0006890950316611289,0.00040287900697517443
layer_2,raw,,5,0.01,0.007941471435292646,0.005018372604983782
layer_2,raw,,6,0.0001,4.919713730942681e-05,3.437421812251063e-05
layer_2,raw,,6,0.001,0.0004908835307668578,0.00035443865431545744
layer_2,raw,,6,0.01,0.005497903670229036,0.0032756900658130164
layer_2,raw,,7,0.0001,7.059812348258102e-05,5.0366912318443744e-05
layer_2,raw,,7,0.001,0.0007769475725938957,0.0005700431402211021
layer_2,raw,,7,0.01,0.007888735213786796,0.005294603792106482
layer_2,raw,,8,0.0001,6.22611296264011e-05,4.271837850247544e-05
layer_2,raw,,8,0.001,0.0006626092919456733,0.00046549355834370144
layer_2,raw,,8,0.01,0.007262090582908242,0.005070623966262083
layer_2,raw,,9,0.0001,6.373016672244217e-05,5.872743851233838e-05
layer_2,raw,,9,0.001,0.0006543003475093548,0.0006690186906042424
layer_2,raw,,9,0.01,0.00650815183684439,0.006475831242520769
layer_2,raw,,10,0.0001,5.759681532529823e-05,4.105825451393939e-05
layer_2,raw,,10,0.001,0.0005180124991524456,0.0003269163657020991
layer_2,raw,,10,0.01,0.006165002645594935,0.0039410758093188026
layer_2,raw,,11,0.0001,5.7320522306529834e-05,3.606290143768192e-05
layer_2,raw,,11,0.001,0.0005081122169809932,0.0003593677515412733
layer_2,raw,,11,0.01,0.005686538708791687,0.0036811808232676308
layer_2,ln,,0,0.0001,6.051329277991238e-05,5.761893477957684e-05
layer_2,ln,,0,0.001,0.0006779644190627874,0.0007248097747758409
layer_2,ln,,0,0.01,0.006480012357148092,0.007766538863846311
layer_2,ln,,1,0.0001,5.9681186617414454e-05,4.469799618802971e-05
layer_2,ln,,1,0.001,0.000588156137620846,0.00042860614814752544
layer_2,ln,,1,0.01,0.005628062561330636,0.003711738866886109
layer_2,ln,,2,0.0001,3.834096076352395e-05,2.5219912332991472e-05
layer_2,ln,,2,0.001,0.000401832422713844,0.00023969171031713033
layer_2,ln,,2,0.01,0.004828510939195569,0.003306612640895857
layer_2,ln,,3,0.0001,4.339846173648823e-05,3.07979587040929e-05
layer_2,ln,,3,0.001,0.0004807858039500591,0.0003626323396916697
layer_2,ln,,3,0.01,0.004782162716778513,0.003261908958440862
layer_2,ln,,4,0.0001,4.828443072318969e-05,3.382526925423659e-05
layer_2,ln,,4,0.001,0.0005574665063984801,0.0003638629113500341
layer_2,ln,,4,0.01,0.004831860144492304,0.0038801217522362727
layer_2,ln,,5,0.0001,5.4002291303594814e-05,3.264284131972999e-05
layer_2,ln,,5,0.001,0.0004889941347981229,0.0003443878294712413
layer_2,ln,,5,0.01,0.004733641889198933,0.002696771441089214
layer_2,ln,,6,0.0001,4.0296298337758715e-05,2.5343032530400517e-05
layer_2,ln,,6,0.001,0.00046386126649950116,0.0003331197951062593
layer_2,ln,,6,0.01,0.005830440282195377,0.004321805547633138
layer_2,ln,,7,0.0001,4.926973576089473e-05,3.242431756216695e-05
layer_2,ln,,7,0.001,0.00047479216423957916,0.00036407505213235084
layer_2,ln,,7,0.01,0.005773509066141087,0.004340195683575752
layer_2,ln,,8,0.0001,4.7704336714272556e-05,3.316606381018743e-05
layer_2,ln,,8,0.001,0.00046914660713769855,0.0002932581065432484
layer_2,ln,,8,0.01,0.004753741874042899,0.003162467991070433
layer_2,ln,,9,0.0001,5.526675039794383e-05,5.5311445747143934e-05
layer_2,ln,,9,0.001,0.00064986861308952,0.0007801764114930101
layer_2,ln,,9,0.01,0.006020878949724474,0.005983278388530351
layer_2,ln,,10,0.0001,4.9989405987965616e-05,3.3814801844835e-05
layer_2,ln,,10,0.001,0.0005627157897268439,0.0003970409935806998
layer_2,ln,,10,0.01,0.005421679071911682,0.003339298730920133
layer_2,ln,,11,0.0001,4.858776219213854e-05,3.771302032878727e-05
layer_2,ln,,11,0.001,0.0004793269391201835,0.0003018713007016785
layer_2,ln,,11,0.01,0.0044543791580766694,0.0033496337006173947
layer_2,ln,,0,0.0001,6.937192979335027e-05,5.70934450125194e-05
layer_2,ln,,0,0.001,0.0006685126017845592,0.0005845578814775829
layer_2,ln,,0,0.01,0.006504945716121328,0.005030115574724656
layer_2,ln,,1,0.0001,7.263111916424527e-05,4.66367127302088e-05
layer_2,ln,,1,0.001,0.0006815341223440221,0.0004115325768818545
layer_2,ln,,1,0.01,0.007186930921030059,0.004931518490505304
layer_2,ln,,2,0.0001,5.134010606455271e-05,3.321942172612389e-05
layer_2,ln,,2,0.001,0.0004398226187138015,0.00030499248419958713
layer_2,ln,,2,0.01,0.004776387065263763,0.0030332213089121064
layer_2,ln,,3,0.0001,4.580220085454492e-05,3.332193941513604e-05
layer_2,ln,,3,0.001,0.0004946797952776776,0.00031491908029177853
layer_2,ln,,3,0.01,0.005385896800847209,0.003971337350676925
layer_2,ln,,4,0.0001,6.461883711207098e-05,3.9083536060580824e-05
layer_2,ln,,4,0.001,0.0006944684033794502,0.000513114963210992
layer_2,ln,,4,0.01,0.006385015894821058,0.004658719189791746
layer_2,ln,,5,0.0001,4.900113467248322e-05,3.0336869662922146e-05
layer_2,ln,,5,0.001,0.0005040697072488011,0.0003135041478427782
layer_2,ln,,5,0.01,0.005258405099674741,0.003459757580550297
layer_2,ln,,6,0.0001,5.585398417163505e-05,3.571440190759989e-05
layer_2,ln,,6,0.001,0.0005262255357103831,0.00029951337893645654
layer_2,ln,,6,0.01,0.004705739654912528,0.002624049110360761
layer_2,ln,,7,0.0001,7.071263167783212e-05,4.6194185044824324e-05
layer_2,ln,,7,0.001,0.0006851812668881634,0.0004843188810263236
layer_2,ln,,7,0.01,0.00661318577855467,0.0038671153290808797
layer_2,ln,,8,0.0001,5.719797620522294e-05,3.815774939950575e-05
layer_2,ln,,8,0.001,0.0006141069107420987,0.0004656733216968794
layer_2,ln,,8,0.01,0.005648460230138257,0.0036791416322201243
layer_2,ln,,9,0.0001,6.931018245426353e-05,6.283777827507852e-05
layer_2,ln,,9,0.001,0.0006149844430173593,0.0005152559909042051
layer_2,ln,,9,0.01,0.0072270930085863005,0.005689178370556468
layer_2,ln,,10,0.0001,5.956915659960047e-05,3.778545480668255e-05
layer_2,ln,,10,0.001,0.000576747095169068,0.00040490790963201384
layer_2,ln,,10,0.01,0.00545516004008577,0.0034146907309943273
layer_2,ln,,11,0.0001,5.3690676812421214e-05,3.444293583206334e-05
layer_2,ln,,11,0.001,0.0005644787692502596,0.0003839108791832973
layer_2,ln,,11,0.01,0.004784089046134268,0.0029405438163160424
layer_2,ln,,0,0.0001,6.90950970932913e-05,6.496854384613298e-05
layer_2,ln,,0,0.001,0.000648435647870511,0.0005651698255370601
layer_2,ln,,0,0.01,0.006293414529573128,0.005641002023401055
layer_2,ln,,1,0.0001,6.520503782783324e-05,4.078817233728229e-05
layer_2,ln,,1,0.001,0.0007044093527748001,0.00041322752631192287
layer_2,ln,,1,0.01,0.006797491434679294,0.004227429369410576
layer_2,ln,,2,0.0001,4.6758054639742785e-05,2.9220089860935395e-05
layer_2,ln,,2,0.001,0.0004528333291887543,0.0002508645902112192
layer_2,ln,,2,0.01,0.00479041596508241,0.0032859821175713045
layer_2,ln,,3,0.0001,5.464456194910849e-05,3.7716845836962736e-05
layer_2,ln,,3,0.001,0.0004935515981185744,0.00030685694937268305
layer_2,ln,,3,0.01,0.00589943675995034,0.004477935510647908
layer_2,ln,,4,0.0001,5.236524974394915e-05,2.98795623097678e-05
layer_2,ln,,4,0.001,0.0006154387726357739,0.00040556021711700684
layer_2,ln,,4,0.01,0.00629140578267853,0.004614443601853582
layer_2,ln,,5,0.0001,6.150565641247991e-05,3.642618906421014e-05
layer_2,ln,,5,0.001,0.000614359133878848,0.0003942950324272941
layer_2,ln,,5,0.01,0.005661416418202416,0.003445030373228256
layer_2,ln,,6,0.0001,5.775472163494557e-05,3.887962812770263e-05
layer_2,ln,,6,0.001,0.0006177090191454552,0.0004417947741409552
layer_2,ln,,6,0.01,0.00533799331654315,0.0033579581758506794
layer_2,ln,,7,0.0001,7.115237050101207e-05,4.708053921326131e-05
layer_2,ln,,7,0.001,0.0006694913098180606,0.0004563624682131941
layer_2,ln,,7,0.01,0.006577145668012311,0.004513862269708185
layer_2,ln,,8,0.0001,6.174108256648619e-05,3.864004772548122e-05
layer_2,ln,,8,0.001,0.0006648705133713988,0.00042802790138696077
layer_2,ln,,8,0.01,0.006175061675074277,0.00410377641047745
layer_2,ln,,9,0.0001,6.930768616914672e-05,6.461404754679212e-05
layer_2,ln,,9,0.001,0.0006815015422361743,0.0006768469341616095
layer_2,ln,,9,0.01,0.006539543851417427,0.006325978230316156
layer_2,ln,,10,0.0001,5.5162577575235995e-05,3.323750051235737e-05
layer_2,ln,,10,0.001,0.0005203741697562367,0.00029978092739012263
layer_2,ln,,10,0.01,0.005635590040261173,0.0035175329188751646
layer_2,ln,,11,0.0001,5.698828480725075e-05,3.528621490121732e-05
layer_2,ln,,11,0.001,0.0005291455541346229,0.0002984271662139743
layer_2,ln,,11,0.01,0.005390661349383773,0.00311076464533321
layer_2,ln,,0,0.0001,6.433622851999861e-05,6.206206166651856e-05
layer_2,ln,,0,0.001,0.0006015869338808869,0.0005148040387314462
layer_2,ln,,0,0.01,0.005632312615474956,0.004943781161272195
layer_2,ln,,1,0.0001,6.100183499615387e-05,4.0530135827369093e-05
layer_2,ln,,1,0.001,0.0006370926930004039,0.0004311167676436536
layer_2,ln,,1,0.01,0.006190674966209844,0.004145432723500457
layer_2,ln,,2,0.0001,5.284677030427749e-05,2.9609051862899687e-05
layer_2,ln,,2,0.001,0.0004836072940545702,0.00028667348403200907
layer_2,ln,,2,0.01,0.005506609207508017,0.003146679120470017
layer_2,ln,,3,0.0001,5.7957903243962834e-05,4.3337122076801015e-05
layer_2,ln,,3,0.001,0.000495774518181892,0.0002894658771975972
layer_2,ln,,3,0.01,0.00507174433408772,0.002880324635717372
layer_2,ln,,4,0.0001,6.16024135495182e-05,4.186249970272429e-05
layer_2,ln,,4,0.001,0.0006284000380337808,0.0004181576707160816
layer_2,ln,,4,0.01,0.006249584655676088,0.004168395196860569
layer_2,ln,,5,0.0001,6.092310394354405e-05,3.3335504755636267e-05
layer_2,ln,,5,0.001,0.0006616895031690832,0.0004494081058433914
layer_2,ln,,5,0.01,0.006368687997693877,0.0037634157557587316
layer_2,ln,,6,0.0001,4.361415928908886e-05,2.595153259126354e-05
layer_2,ln,,6,0.001,0.0004752098764382817,0.00028675789842922073
layer_2,ln,,6,0.01,0.004436630474076029,0.002361762992860176
layer_2,ln,,7,0.0001,7.131272093097262e-05,5.169766319009958e-05
layer_2,ln,,7,0.001,0.0006837441360226704,0.0004473221493160874
layer_2,ln,,7,0.01,0.007065610097849861,0.004703297056818562
layer_2,ln,,8,0.0001,5.77291223245279e-05,3.934406185694067e-05
layer_2,ln,,8,0.001,0.0006015150286598987,0.0004087978545015587
layer_2,ln,,8,0.01,0.006066575920098163,0.00383760946167627
layer_2,ln,,9,0.0001,6.759211162318312e-05,5.833735239171046e-05
layer_2,ln,,9,0.001,0.000662959609743971,0.0007056991807100761
layer_2,ln,,9,0.01,0.006570955655955129,0.005681784682634726
layer_2,ln,,10,0.0001,5.7004233421478244e-05,3.795907732351349e-05
layer_2,ln,,10,0.001,0.0005512771694540364,0.0003498687724152806
layer_2,ln,,10,0.01,0.005833925384241685,0.003615855702626471
layer_2,ln,,11,0.0001,5.786853406729629e-05,4.075825803687161e-05
layer_2,ln,,11,0.001,0.0006547341592354302,0.0004981046466806786
layer_2,ln,,11,0.01,0.0053596202497891285,0.0033221497927218855
layer_2,ln,,0,0.0001,6.588893422799088e-05,5.864354805361375e-05
layer_2,ln,,0,0.001,0.0006564433015008075,0.0006189891194906321
layer_2,ln,,0,0.01,0.006081546324225268,0.006037273664268869
layer_2,ln,,1,0.0001,6.453945225195541e-05,4.628784599718716e-05
layer_2,ln,,1,0.001,0.0006254648416572428,0.00042807840288736174
layer_2,ln,,1,0.01,0.005633434756421977,0.0038639870121248633
layer_2,ln,,2,0.0001,4.898787485212253e-05,2.997484825014228e-05
layer_2,ln,,2,0.001,0.0004758342325433684,0.00028609451967821423
layer_2,ln,,2,0.01,0.004524565292136812,0.0031584311490887172
layer_2,ln,,3,0.0001,4.902311302281175e-05,3.108918626027668e-05
layer_2,ln,,3,0.001,0.0006010718658410301,0.00045879873549683537
layer_2,ln,,3,0.01,0.004678421828410862,0.003494365814256781
layer_2,ln,,4,0.0001,5.324559043955211e-05,4.083937901979354e-05
layer_2,ln,,4,0.001,0.0004995424983565812,0.0003000308865375037
layer_2,ln,,4,0.01,0.005680805731634809,0.003354018000366629
layer_2,ln,,5,0.0001,5.502597068464268e-05,3.7482952863547564e-05
layer_2,ln,,5,0.001,0.0005857642306800435,0.00037376870531136223
layer_2,ln,,5,0.01,0.004609291164342024,0.002862571995377267
layer_2,ln,,6,0.0001,5.826563418855441e-05,4.272040118590603e-05
layer_2,ln,,6,0.001,0.0005395182034186839,0.00030015028381381105
layer_2,ln,,6,0.01,0.004706718383982522,0.0025738760474428024
layer_2,ln,,7,0.0001,7.7183609568094e-05,5.04595438799563e-05
layer_2,ln,,7,0.001,0.0006752325371162893,0.0004205908965993367
layer_2,ln,,7,0.01,0.006104819037003579,0.003766761268384354
layer_2,ln,,8,0.0001,6.0115570537030234e-05,3.9538355258218805e-05
layer_2,ln,,8,0.001,0.0005900728472702006,0.00040784774158549703
layer_2,ln,,8,0.01,0.006211164650033139,0.00459381727355648
layer_2,ln,,9,0.0001,6.800665401289257e-05,6.714930951131538e-05
layer_2,ln,,9,0.001,0.0006712794668444893,0.0006255210642372636
layer_2,ln,,9,0.01,0.006589198643070937,0.006148583339571385
layer_2,ln,,10,0.0001,5.2629785659819524e-05,3.585975860776983e-05
layer_2,ln,,10,0.001,0.0005855301914154326,0.0003809146276000387
layer_2,ln,,10,0.01,0.0062694070088311574,0.004361746535676813
layer_2,ln,,11,0.0001,4.6072446706376515e-05,2.84715944908815e-05
layer_2,ln,,11,0.001,0.0005142328294029776,0.0003755063822911055
layer_2,ln,,11,0.01,0.005235433231802071,0.003261930164556984
layer_2,ln,,0,0.0001,6.53312810520107e-05,5.228758805254197e-05
layer_2,ln,,0,0.001,0.0006961675828069434,0.0005046812826305833
layer_2,ln,,0,0.01,0.006487767352942103,0.006360620105931992
layer_2,ln,,1,0.0001,7.175921924448688e-05,4.795238759576581e-05
layer_2,ln,,1,0.001,0.0006776321044347229,0.0004511029258474746
layer_2,ln,,1,0.01,0.006452985830229911,0.003919516549291573
layer_2,ln,,2,0.0001,4.93863495321415e-05,3.1419855219877e-05
layer_2,ln,,2,0.001,0.00047265143270083657,0.00029638930464255075
layer_2,ln,,2,0.01,0.003965181197083557,0.001987352878931384
layer_2,ln,,3,0.0001,4.990534434867159e-05,2.8833894589156493e-05
layer_2,ln,,3,0.001,0.0005657202267695226,0.0003426972402138606
layer_2,ln,,3,0.01,0.0053246873343852945,0.003482472162134703
layer_2,ln,,4,0.0001,5.78872759448887e-05,3.7178839699355074e-05
layer_2,ln,,4,0.001,0.0006048385718571397,0.00039196749699084833
layer_2,ln,,4,0.01,0.005589112860540897,0.003606733309217897
layer_2,ln,,5,0.0001,5.89002481691414e-05,3.5568060262875e-05
layer_2,ln,,5,0.001,0.0005891085853503851,0.00039631095470379966
layer_2,ln,,5,0.01,0.0058072401273165436,0.003529882153662185
layer_2,ln,,6,0.0001,5.187482631657276e-05,3.261218200249812e-05
layer_2,ln,,6,0.001,0.00048355952863092386,0.00028134335990370355
layer_2,ln,,6,0.01,0.004700509739672581,0.0030028136972866906
layer_2,ln,,7,0.0001,6.065727453761541e-05,3.8437412510754774e-05
layer_2,ln,,7,0.001,0.000609685620404259,0.00038379432585339816
layer_2,ln,,7,0.01,0.006117814866966174,0.004022225301730179
layer_2,ln,,8,0.0001,5.6257609830005504e-05,3.564400304430454e-05
layer_2,ln,,8,0.001,0.0005743892189425459,0.0003163306278893551
layer_2,ln,,8,0.01,0.006359144040099577,0.004264754596695471
layer_2,ln,,9,0.0001,6.609811581930662e-05,5.892196605059145e-05
layer_2,ln,,9,0.001,0.0006238417381302478,0.0005561081041541698
layer_2,ln,,9,0.01,0.006973064261730675,0.007021172076763925
layer_2,ln,,10,0.0001,6.865414111179492e-05,4.709597759620412e-05
layer_2,ln,,10,0.001,0.0005536025828079246,0.000335023233257187
layer_2,ln,,10,0.01,0.005461157038150193,0.0033462745934308706
layer_2,ln,,11,0.0001,5.662386048138012e-05,3.549152590042532e-05
layer_2,ln,,11,0.001,0.0005829420574041734,0.0003953939344293358
layer_2,ln,,11,0.01,0.005535720309813852,0.003686565630726967
layer_2,ln,,0,0.0001,7.077184074353991e-05,6.552667455182517e-05
layer_2,ln,,0,0.001,0.0006238877767556323,0.0005230601509824747
layer_2,ln,,0,0.01,0.006646430972856773,0.005913078427541714
layer_2,ln,,1,0.0001,5.6513475742698924e-05,3.776017171787755e-05
layer_2,ln,,1,0.001,0.000645833005609235,0.0004638987010064679
layer_2,ln,,1,0.01,0.005819279768874346,0.0029447563789799553
layer_2,ln,,2,0.0001,5.28523344752203e-05,3.404472399172809e-05
layer_2,ln,,2,0.001,0.0005047982018339477,0.00034088551278183904
layer_2,ln,,2,0.01,0.004477871091362885,0.0025041809358515936
layer_2,ln,,3,0.0001,5.4966003161571254e-05,3.794182135698986e-05
layer_2,ln,,3,0.001,0.0005880725221500888,0.0004044083847240494
layer_2,ln,,3,0.01,0.004971528391187901,0.0032062971499376485
layer_2,ln,,4,0.0001,5.6405079694268044e-05,3.34304976231685e-05
layer_2,ln,,4,0.001,0.0005824053278163129,0.0003715106635798981
layer_2,ln,,4,0.01,0.007010787098767688,0.0058607017438859705
layer_2,ln,,5,0.0001,6.768783076351003e-05,4.414862713540116e-05
layer_2,ln,,5,0.001,0.0006291204094851735,0.00039790387317202445
layer_2,ln,,5,0.01,0.0052914476888254,0.002830042469845747
layer_2,ln,,6,0.0001,5.753242398549715e-05,3.805451531975309e-05
layer_2,ln,,6,0.001,0.0005551734133777977,0.0003117163809213386
layer_2,ln,,6,0.01,0.005780030910674878,0.003334925293071083
layer_2,ln,,7,0.0001,6.274692073365442e-05,4.2078404422779166e-05
layer_2,ln,,7,0.001,0.0006204176678904956,0.00041526039357734815
layer_2,ln,,7,0.01,0.005868285481201342,0.003962787285320911
layer_2,ln,,8,0.0001,6.61832671805171e-05,4.448058120003005e-05
layer_2,ln,,8,0.001,0.0006781825010133259,0.0004264123296503513
layer_2,ln,,8,0.01,0.005946916639074854,0.0037654802779911686
layer_2,ln,,9,0.0001,6.446428709647344e-05,5.866331653019501e-05
layer_2,ln,,9,0.001,0.0006318532937517401,0.0006353903310305259
layer_2,ln,,9,0.01,0.00657099812114315,0.006922566687660328
layer_2,ln,,10,0.0001,5.1025704756126084e-05,3.1233831001956e-05
layer_2,ln,,10,0.001,0.0005309682946560124,0.0003059713875110595
layer_2,ln,,10,0.01,0.0054175430413324396,0.003704226971783786
layer_2,ln,,11,0.0001,5.0444071796633885e-05,2.7985028453369435e-05
layer_2,ln,,11,0.001,0.0005671432172267365,0.00040357590780729454
layer_2,ln,,11,0.01,0.005958176088834375,0.004327540861078227
layer_2,ln,,0,0.0001,6.669878856212283e-05,6.111349836266489e-05
layer_2,ln,,0,0.001,0.0007086831349023753,0.0007442608761251445
layer_2,ln,,0,0.01,0.0071443481569511596,0.006530163764593522
layer_2,ln,,1,0.0001,6.912123364571141e-05,4.7690068655449665e-05
layer_2,ln,,1,0.001,0.0007375291621320802,0.0004671393722221792
layer_2,ln,,1,0.01,0.006739166593285564,0.004119102051690313
layer_2,ln,,2,0.0001,5.6530229790000866e-05,3.6913476260019436e-05
layer_2,ln,,2,0.001,0.0004510997689938592,0.0002889694896789873
layer_2,ln,,2,0.01,0.005043929650507866,0.003217526442015478
layer_2,ln,,3,0.0001,4.7516961624147414e-05,3.1966207495070346e-05
layer_2,ln,,3,0.001,0.0005442332390144265,0.00032442952164840914
layer_2,ln,,3,0.01,0.005637449031502597,0.0037063122001694338
layer_2,ln,,4,0.0001,5.7595043068581735e-05,4.1751314404047956e-05
layer_2,ln,,4,0.001,0.0006309459847165217,0.00039003152862421097
layer_2,ln,,4,0.01,0.005631518785034026,0.0037674758473992443
layer_2,ln,,5,0.0001,5.1735767983283763e-05,3.256728579909533e-05
layer_2,ln,,5,0.001,0.0005690890142770259,0.00033678584489033373
layer_2,ln,,5,0.01,0.005423701196585018,0.002937321669723339
layer_2,ln,,6,0.0001,4.8114145987563354e-05,2.53876153784362e-05
layer_2,ln,,6,0.001,0.0005210355727206414,0.00028983986843974076
layer_2,ln,,6,0.01,0.005124673527574121,0.0029624650186556053
layer_2,ln,,7,0.0001,5.8700934743785105e-05,3.119929025793021e-05
layer_2,ln,,7,0.001,0.0006877369842253014,0.0004677698289542657
layer_2,ln,,7,0.01,0.006679765024160589,0.0036114502377156826
layer_2,ln,,8,0.0001,7.746159416299692e-05,5.5514078068063316e-05
layer_2,ln,,8,0.001,0.0006492033900641267,0.00042055360550818585
layer_2,ln,,8,0.01,0.0063753540134558005,0.0041592825498053595
layer_2,ln,,9,0.0001,6.892142252475959e-05,6.0846166224289026e-05
layer_2,ln,,9,0.001,0.0006689713942415172,0.0007090385828653271
layer_2,ln,,9,0.01,0.006800095131846657,0.005837176083306776
layer_2,ln,,10,0.0001,5.1779960061230744e-05,4.07948208275139e-05
layer_2,ln,,10,0.001,0.0005337984573641752,0.00038888149719033295
layer_2,ln,,10,0.01,0.004809863047126165,0.0032058766213712074
layer_2,ln,,11,0.0001,5.223020732496061e-05,3.0019300158598204e-05
layer_2,ln,,11,0.001,0.0005378453842104954,0.00033874580202884546
layer_2,ln,,11,0.01,0.005197929383975782,0.003168625663472647
layer_2,ln,,0,0.0001,6.761196521276784e-05,6.794114481480077e-05
layer_2,ln,,0,0.001,0.0006602256140176153,0.0006203732688787301
layer_2,ln,,0,0.01,0.0068596154884186895,0.006900525401007645
layer_2,ln,,1,0.0001,6.0074019179257725e-05,4.513035966229041e-05
layer_2,ln,,1,0.001,0.0005690224847620372,0.0003455159769958612
layer_2,ln,,1,0.01,0.005386625145633385,0.004119140561580319
layer_2,ln,,2,0.0001,4.754236105633865e-05,3.060162845726436e-05
layer_2,ln,,2,0.001,0.00038370279500953594,0.00022127192665639587
layer_2,ln,,2,0.01,0.0045289752433649594,0.0027331571127405096
layer_2,ln,,3,0.0001,4.7784018253213836e-05,3.238770247897495e-05
layer_2,ln,,3,0.001,0.00047422661056143654,0.00031916132333449865
layer_2,ln,,3,0.01,0.004889245857176543,0.0037307432130631074
layer_2,ln,,4,0.0001,4.929875540259235e-05,3.2725509703290414e-05
layer_2,ln,,4,0.001,0.0005422641567814115,0.00031744363274088225
layer_2,ln,,4,0.01,0.004801874538575872,0.0031401262673844293
layer_2,ln,,5,0.0001,6.239862722551693e-05,4.502120108195929e-05
layer_2,ln,,5,0.001,0.0006035109053010774,0.00041419278290379406
layer_2,ln,,5,0.01,0.006441963493460318,0.003921168979725057
layer_2,ln,,6,0.0001,4.737025056251712e-05,2.8576771557438008e-05
layer_2,ln,,6,0.001,0.00048772364118611025,0.0003006594230308524
layer_2,ln,,6,0.01,0.004683029670221221,0.002895533134838412
layer_2,ln,,7,0.0001,6.0509885468778005e-05,4.000888237989883e-05
layer_2,ln,,7,0.001,0.0005494891883240073,0.00034035899294479715
layer_2,ln,,7,0.01,0.005797701374839823,0.004015201682314393
layer_2,ln,,8,0.0001,5.712541166557426e-05,3.456261348055312e-05
layer_2,ln,,8,0.001,0.0005702556671998068,0.00040447812041235955
layer_2,ln,,8,0.01,0.006142501961646706,0.003984029411922152
layer_2,ln,,9,0.0001,6.831361520008024e-05,5.993394831978274e-05
layer_2,ln,,9,0.001,0.0006345943811130728,0.0005869529141225362
layer_2,ln,,9,0.01,0.006566280367336683,0.006833765276285777
layer_2,ln,,10,0.0001,4.604825946125959e-05,3.194434511578526e-05
layer_2,ln,,10,0.001,0.00044421166107660813,0.00029829095498252854
layer_2,ln,,10,0.01,0.004896174567774096,0.0033552840994094273
layer_2,ln,,11,0.0001,4.9282595945314276e-05,3.241140737610157e-05
layer_2,ln,,11,0.001,0.0005463239054943253,0.00036024943616392365
layer_2,ln,,11,0.01,0.0056750346996088516,0.003962218603224453
layer_2,ln,,0,0.0001,6.888567846317165e-05,6.329693811913538e-05
layer_2,ln,,0,0.001,0.0006547469126025878,0.0005492835348986328
layer_2,ln,,0,0.01,0.006694840456311633,0.0057064748315370116
layer_2,ln,,1,0.0001,6.884566631398326e-05,4.518841295044909e-05
layer_2,ln,,1,0.001,0.0007004454285321949,0.00044344010727904814
layer_2,ln,,1,0.01,0.007158594438022897,0.004285022185210364
layer_2,ln,,2,0.0001,5.195755505503759e-05,3.329211115709864e-05
layer_2,ln,,2,0.001,0.00046250572158431253,0.0002541541254257771
layer_2,ln,,2,0.01,0.004963147530490047,0.0026593546126541644
layer_2,ln,,3,0.0001,5.3764746970376885e-05,3.343106039772442e-05
layer_2,ln,,3,0.001,0.000516232193243309,0.0002749767480851537
layer_2,ln,,3,0.01,0.0055439511884234965,0.0031008624653722744
layer_2,ln,,4,0.0001,5.854054521579528e-05,3.571602946791083e-05
layer_2,ln,,4,0.001,0.0006080400410986524,0.0004152913041953404
layer_2,ln,,4,0.01,0.006377689894686169,0.004386145079199122
layer_2,ln,,5,0.0001,5.6113047069268584e-05,3.355042985061002e-05
