layer,transform,alpha,head,perturb_scale,rel_delta_fro,rel_delta_2
layer_4,raw,,11,0.001,0.0006487824241188648,0.00043111595372650444
layer_4,raw,,11,0.01,0.007387965272101324,0.005936667214712575
layer_4,raw,,0,0.0001,5.0736036026691765e-05,3.013916831016149e-05
layer_4,raw,,0,0.001,0.0005296290020365323,0.0003470360408884817
layer_4,raw,,0,0.01,0.005645093121595374,0.003446441417154915
layer_4,raw,,1,0.0001,5.652259006827703e-05,3.674537966524689e-05
layer_4,raw,,1,0.001,0.0006665465202182712,0.0004987824427491771
layer_4,raw,,1,0.01,0.006583484763734935,0.004528445841302885
layer_4,raw,,2,0.0001,7.183980474078782e-05,6.023349155427741e-05
layer_4,raw,,2,0.001,0.0007316777825791278,0.0006012517319170567
layer_4,raw,,2,0.01,0.007261877775393969,0.00670384419727478
layer_4,raw,,3,0.0001,7.080745799366117e-05,5.201715017998271e-05
layer_4,raw,,3,0.001,0.0006443146645873334,0.0004146041975892114
layer_4,raw,,3,0.01,0.007062349773814193,0.0053087068301251395
layer_4,raw,,4,0.0001,7.273450669060579e-05,6.316873789213554e-05
layer_4,raw,,4,0.001,0.0007148102233168903,0.0005286868993616674
layer_4,raw,,4,0.01,0.0073365162884699376,0.006741559416915827
layer_4,raw,,5,0.0001,6.606053193291704e-05,4.773614347899997e-05
layer_4,raw,,5,0.001,0.0006094872973601515,0.00045901260321007414
layer_4,raw,,5,0.01,0.006551741171336099,0.004503054988854684
layer_4,raw,,6,0.0001,8.196266029823719e-05,6.974926699875705e-05
layer_4,raw,,6,0.001,0.0006830875698452327,0.0005024783980324437
layer_4,raw,,6,0.01,0.007113192443414605,0.0054350417185875105
layer_4,raw,,7,0.0001,6.60675928597098e-05,4.675838104590247e-05
layer_4,raw,,7,0.001,0.0006561309649327411,0.00041429423339140413
layer_4,raw,,7,0.01,0.006308845167778274,0.003910336574267647
layer_4,raw,,8,0.0001,5.592691728431303e-05,3.797305470658644e-05
layer_4,raw,,8,0.001,0.0005033720166865121,0.00030236521075216645
layer_4,raw,,8,0.01,0.0058239340536709325,0.0036105320019170412
layer_4,raw,,9,0.0001,5.6999012119395135e-05,3.7509265431906546e-05
layer_4,raw,,9,0.001,0.0005693608847863337,0.00041964034301409774
layer_4,raw,,9,0.01,0.006201327823370469,0.005002571757631269
layer_4,raw,,10,0.0001,6.152470993839383e-05,5.0640694191813824e-05
layer_4,raw,,10,0.001,0.0007175443926159694,0.0006276623222303567
layer_4,raw,,10,0.01,0.00625488313066933,0.004975722426902369
layer_4,raw,,11,0.0001,7.627770252989944e-05,6.323648610084347e-05
layer_4,raw,,11,0.001,0.0006673865932768497,0.0005556296149875713
layer_4,raw,,11,0.01,0.007629003423208423,0.006470784858585765
layer_4,raw,,0,0.0001,5.8838500460149614e-05,3.815641204752932e-05
layer_4,raw,,0,0.001,0.0005810239901801092,0.000369515609507297
layer_4,raw,,0,0.01,0.005682563250597603,0.0038048123028390397
layer_4,raw,,1,0.0001,6.431494183911224e-05,4.148931226272659e-05
layer_4,raw,,1,0.001,0.0007193833252818541,0.0004811926484137239
layer_4,raw,,1,0.01,0.006542673639956416,0.004456018251727679
layer_4,raw,,2,0.0001,7.740046941417811e-05,6.888954093107741e-05
layer_4,raw,,2,0.001,0.0007148591371548849,0.0005921973277589525
layer_4,raw,,2,0.01,0.007730175737636767,0.005847699215232782
layer_4,raw,,3,0.0001,6.943519469621431e-05,4.095824619811607e-05
layer_4,raw,,3,0.001,0.0008148953317705326,0.0005793185662233669
layer_4,raw,,3,0.01,0.007884924019648522,0.005765612966620143
layer_4,raw,,4,0.0001,8.422755734618161e-05,7.627568630476201e-05
layer_4,raw,,4,0.001,0.0008678825523134881,0.000755480912168167
layer_4,raw,,4,0.01,0.007395861966647012,0.006048349841808497
layer_4,raw,,5,0.0001,7.525581614546571e-05,5.872721892273797e-05
layer_4,raw,,5,0.001,0.000650280849462906,0.0004425213091713365
layer_4,raw,,5,0.01,0.007029506574478993,0.0041531214969833495
layer_4,raw,,6,0.0001,7.291428638818574e-05,5.166453890046605e-05
layer_4,raw,,6,0.001,0.0006199098459565858,0.0003723292501445765
layer_4,raw,,6,0.01,0.006979140907924105,0.004953196135000823
layer_4,raw,,7,0.0001,7.392024458069677e-05,5.1815208470288664e-05
layer_4,raw,,7,0.001,0.0007049765977260187,0.0005002226809761186
layer_4,raw,,7,0.01,0.006571575077718967,0.0046030956068990585
layer_4,raw,,8,0.0001,5.392782209758631e-05,3.381556804691251e-05
layer_4,raw,,8,0.001,0.0005836367731455134,0.00037151394499473846
layer_4,raw,,8,0.01,0.005525694439644458,0.0032063936739629433
layer_4,raw,,9,0.0001,5.701310564353134e-05,3.537986747283939e-05
layer_4,raw,,9,0.001,0.0006109498270995392,0.00038687477774175446
layer_4,raw,,9,0.01,0.00613894048353378,0.003739082167849427
layer_4,raw,,10,0.0001,6.633400811260316e-05,4.199624764175854e-05
layer_4,raw,,10,0.001,0.0006905864216916628,0.0004497853658883162
layer_4,raw,,10,0.01,0.006345877341474833,0.004057727138709885
layer_4,raw,,11,0.0001,6.81993943261746e-05,4.482532955224664e-05
layer_4,raw,,11,0.001,0.0007538519867663348,0.0005988412322585613
layer_4,raw,,11,0.01,0.007471543979972099,0.006072781527706948
layer_4,raw,,0,0.0001,4.8373114500425416e-05,3.3302315699159754e-05
layer_4,raw,,0,0.001,0.0005188275942162931,0.00034352321336754866
layer_4,raw,,0,0.01,0.0045478616185260865,0.0029299607344640427
layer_4,raw,,1,0.0001,5.083077196896773e-05,3.344688117112685e-05
layer_4,raw,,1,0.001,0.0005931983898633245,0.00041350776302960583
layer_4,raw,,1,0.01,0.005634596947971884,0.004063886431428527
layer_4,raw,,2,0.0001,6.26902200149311e-05,4.595464848504133e-05
layer_4,raw,,2,0.001,0.0007097485340612104,0.0006446742887767832
layer_4,raw,,2,0.01,0.005897473473563144,0.004358993074801966
layer_4,raw,,3,0.0001,6.538013754599396e-05,4.6988679505139146e-05
layer_4,raw,,3,0.001,0.0006063323785592427,0.0003922588032506451
layer_4,raw,,3,0.01,0.006629602975487627,0.0051637546976445285
layer_4,raw,,4,0.0001,6.636964345923666e-05,5.111659101558153e-05
layer_4,raw,,4,0.001,0.0007157945795916663,0.000683313880446342
layer_4,raw,,4,0.01,0.00787359410742483,0.0071809777276752
layer_4,raw,,5,0.0001,6.320888519614469e-05,4.723775988405359e-05
layer_4,raw,,5,0.001,0.0005921958572985868,0.0004103545269782181
layer_4,raw,,5,0.01,0.005704469892778294,0.003519634520801795
layer_4,raw,,6,0.0001,5.985109490192203e-05,4.364201001563003e-05
layer_4,raw,,6,0.001,0.0004965466797090475,0.00034290242905756483
layer_4,raw,,6,0.01,0.004930944432243495,0.003323628766782807
layer_4,raw,,7,0.0001,5.1372490148008236e-05,3.4804636167381944e-05
layer_4,raw,,7,0.001,0.0006161126753940741,0.0005067936403476856
layer_4,raw,,7,0.01,0.006225037875750021,0.004793757084400331
layer_4,raw,,8,0.0001,4.992773218143521e-05,3.1383472886556235e-05
layer_4,raw,,8,0.001,0.0004908835309336081,0.0003092678272465416
layer_4,raw,,8,0.01,0.004307225664475251,0.0026812507461056526
layer_4,raw,,9,0.0001,5.909029813062463e-05,4.886121794334667e-05
layer_4,raw,,9,0.001,0.000574667114442456,0.0004395303517504295
layer_4,raw,,9,0.01,0.005540241595076537,0.0037442737692780738
layer_4,raw,,10,0.0001,6.108166397693584e-05,4.376879900386774e-05
layer_4,raw,,10,0.001,0.000518327735741881,0.0003366180616794519
layer_4,raw,,10,0.01,0.005296710813193827,0.0035341041978947246
layer_4,raw,,11,0.0001,6.44231593954621e-05,4.788480699741652e-05
layer_4,raw,,11,0.001,0.0006668199971077072,0.00042019286817460757
layer_4,raw,,11,0.01,0.006272021185045797,0.004795818007964651
layer_4,raw,,0,0.0001,5.219551716134934e-05,2.95830757075292e-05
layer_4,raw,,0,0.001,0.0005604082219906842,0.0003371737053570897
layer_4,raw,,0,0.01,0.005221866383236271,0.003034800207445543
layer_4,raw,,1,0.0001,7.4609742162636e-05,4.81627568200799e-05
layer_4,raw,,1,0.001,0.0006769417396573492,0.0004145178208212863
layer_4,raw,,1,0.01,0.006503887897559468,0.004105296354362546
layer_4,raw,,2,0.0001,8.022972623092274e-05,5.873477352025103e-05
layer_4,raw,,2,0.001,0.0008206733355482569,0.0007194391227867941
layer_4,raw,,2,0.01,0.008247010597606139,0.0061611264572921055
layer_4,raw,,3,0.0001,6.48436848948687e-05,3.947709266392342e-05
layer_4,raw,,3,0.001,0.0006854989248870573,0.00043353479435718367
layer_4,raw,,3,0.01,0.0071104192483331715,0.005466000201882453
layer_4,raw,,4,0.0001,7.227500261471123e-05,5.665325159019477e-05
layer_4,raw,,4,0.001,0.0007992761332396737,0.0006534880489463353
layer_4,raw,,4,0.01,0.007829405442644086,0.006993991232472613
layer_4,raw,,5,0.0001,7.185337101979454e-05,5.0546631761375026e-05
layer_4,raw,,5,0.001,0.0006539514693498,0.0004153917226935496
layer_4,raw,,5,0.01,0.00652630888427346,0.0036909094425610503
layer_4,raw,,6,0.0001,6.771035238316692e-05,4.4928575913839026e-05
layer_4,raw,,6,0.001,0.0006752466301895483,0.00040653996956485807
layer_4,raw,,6,0.01,0.0069382837701429745,0.00384713599084204
layer_4,raw,,7,0.0001,6.516150284889876e-05,4.497870557638117e-05
layer_4,raw,,7,0.001,0.0007044925585192783,0.0004969550549901749
layer_4,raw,,7,0.01,0.006336347642389084,0.004210340803742266
layer_4,raw,,8,0.0001,6.5100663047526e-05,3.8907992237568285e-05
layer_4,raw,,8,0.001,0.0005985563367895096,0.00034259932152098867
layer_4,raw,,8,0.01,0.0060556823594255455,0.003860393589036392
layer_4,raw,,9,0.0001,6.0420627056473844e-05,3.9127156841608663e-05
layer_4,raw,,9,0.001,0.0007427173729647014,0.000532515409667854
layer_4,raw,,9,0.01,0.006071548151680677,0.0040167783421955735
layer_4,raw,,10,0.0001,6.619710544755314e-05,4.0462309264626474e-05
layer_4,raw,,10,0.001,0.0006549018933336288,0.00044880638748791843
layer_4,raw,,10,0.01,0.007037967108453934,0.004908312537849612
layer_4,raw,,11,0.0001,6.795670548219278e-05,4.607270158918574e-05
layer_4,raw,,11,0.001,0.000748132330141449,0.0005571238067488824
layer_4,raw,,11,0.01,0.0076920323405274705,0.006094821500497883
layer_4,raw,,0,0.0001,5.134811326318065e-05,3.904041007733949e-05
layer_4,raw,,0,0.001,0.00042496103257238165,0.0002447377794789474
layer_4,raw,,0,0.01,0.005128860489138829,0.003507876370955302
layer_4,raw,,1,0.0001,6.213541474077325e-05,3.9600970879241816e-05
layer_4,raw,,1,0.001,0.0006159877433892975,0.0004026163446317459
layer_4,raw,,1,0.01,0.00573246480175828,0.004122061756013864
layer_4,raw,,2,0.0001,7.016691530206769e-05,6.032613213586079e-05
layer_4,raw,,2,0.001,0.0006879125021448763,0.000549845835646834
layer_4,raw,,2,0.01,0.007716897623393339,0.0076961810205939275
layer_4,raw,,3,0.0001,6.0404754959326005e-05,3.8475713532786655e-05
layer_4,raw,,3,0.001,0.0006186454195482014,0.000420489419761192
layer_4,raw,,3,0.01,0.0058206886531473575,0.0036528528399207075
layer_4,raw,,4,0.0001,6.46627193306317e-05,5.5706210568105e-05
layer_4,raw,,4,0.001,0.0006680105607036333,0.0006591304739264734
layer_4,raw,,4,0.01,0.006998890907680255,0.007016882284794295
layer_4,raw,,5,0.0001,6.5875682163915e-05,5.098601540734906e-05
layer_4,raw,,5,0.001,0.0006021977823934749,0.0004057042891168385
layer_4,raw,,5,0.01,0.005697472481943174,0.003788518126933507
layer_4,raw,,6,0.0001,6.109896643330966e-05,4.2805173402733566e-05
layer_4,raw,,6,0.001,0.000627042902274285,0.0003760865390623279
layer_4,raw,,6,0.01,0.006049885071741507,0.0036013572582219147
layer_4,raw,,7,0.0001,6.556082844619099e-05,5.099105448043336e-05
layer_4,raw,,7,0.001,0.00059219599172986,0.00035738588468685215
layer_4,raw,,7,0.01,0.0051169613236195215,0.002955757540737664
layer_4,raw,,8,0.0001,5.68126828526333e-05,3.884697073654297e-05
layer_4,raw,,8,0.001,0.0005637175131386496,0.0003845492217941546
layer_4,raw,,8,0.01,0.005041102695724818,0.003274759442096461
layer_4,raw,,9,0.0001,5.589507961646158e-05,4.73147549029533e-05
layer_4,raw,,9,0.001,0.0005019194753541295,0.00031559543843622537
layer_4,raw,,9,0.01,0.0047000977302029635,0.0030450119128312032
layer_4,raw,,10,0.0001,6.286530614951538e-05,4.364086477927678e-05
layer_4,raw,,10,0.001,0.0006163024730313146,0.00047200486568937765
layer_4,raw,,10,0.01,0.006083419474852826,0.0044569361046263856
layer_4,raw,,11,0.0001,6.574596287916735e-05,5.221600311680781e-05
layer_4,raw,,11,0.001,0.0006524181315214595,0.0005655166038617655
layer_4,raw,,11,0.01,0.007381420532961796,0.00662530173954171
layer_4,raw,,0,0.0001,5.914464419296512e-05,3.8622226507255346e-05
layer_4,raw,,0,0.001,0.0005027553984850091,0.00031787506752603887
layer_4,raw,,0,0.01,0.005081185353631392,0.003252548928451068
layer_4,raw,,1,0.0001,7.159142115266609e-05,5.30383547617691e-05
layer_4,raw,,1,0.001,0.0005980031062659474,0.0004463894784249061
layer_4,raw,,1,0.01,0.006572629809198493,0.004758271371804375
layer_4,raw,,2,0.0001,7.53796495878915e-05,6.726540498918341e-05
layer_4,raw,,2,0.001,0.0007569229517609458,0.0005995599542883454
layer_4,raw,,2,0.01,0.008320891510185231,0.007668272916395335
layer_4,raw,,3,0.0001,6.974795201904606e-05,4.685042896428627e-05
layer_4,raw,,3,0.001,0.0006937737083700378,0.0004560148082396794
layer_4,raw,,3,0.01,0.00656993124171754,0.00397452890752824
layer_4,raw,,4,0.0001,7.163429127123903e-05,5.490239724208762e-05
layer_4,raw,,4,0.001,0.0007867064795561287,0.0007125925567898429
layer_4,raw,,4,0.01,0.007886169287799552,0.006340668990551148
layer_4,raw,,5,0.0001,6.612597483236027e-05,3.86669259089765e-05
layer_4,raw,,5,0.001,0.000653247327886155,0.00043522651596400273
layer_4,raw,,5,0.01,0.0071947542898139205,0.00467210286921248
layer_4,raw,,6,0.0001,7.027424333172334e-05,5.403819442397226e-05
layer_4,raw,,6,0.001,0.0007390747601736553,0.00046805357761249143
layer_4,raw,,6,0.01,0.007113165303550537,0.004968516239370209
layer_4,raw,,7,0.0001,7.861339297749954e-05,6.127080391104376e-05
layer_4,raw,,7,0.001,0.0006366224633429318,0.0003939304515024615
layer_4,raw,,7,0.01,0.007319474603953665,0.005681917642778536
layer_4,raw,,8,0.0001,6.22016068728717e-05,4.15091888846145e-05
layer_4,raw,,8,0.001,0.0005718495245577489,0.00034906869067105064
layer_4,raw,,8,0.01,0.005786984263928127,0.003624594282749582
layer_4,raw,,9,0.0001,5.4153066204758846e-05,3.607059047126119e-05
layer_4,raw,,9,0.001,0.0006058218084995681,0.0004494513301746586
layer_4,raw,,9,0.01,0.0068807980496454575,0.006027502854254975
layer_4,raw,,10,0.0001,6.692674023631387e-05,4.248267586827825e-05
layer_4,raw,,10,0.001,0.0007076319926905141,0.0005365477155039201
layer_4,raw,,10,0.01,0.006649769101586776,0.005030722322357299
layer_4,raw,,11,0.0001,7.91537448368401e-05,6.475422894148309e-05
layer_4,raw,,11,0.001,0.00070321501882565,0.0005771077257415522
layer_4,raw,,11,0.01,0.007265179028074167,0.00562461234855894
layer_4,raw,,0,0.0001,5.13133534284975e-05,2.9426638653969992e-05
layer_4,raw,,0,0.001,0.0005840973625396442,0.0003427508455265289
layer_4,raw,,0,0.01,0.005053498146786677,0.0033902682407346394
layer_4,raw,,1,0.0001,6.905546806306301e-05,4.806839826022332e-05
layer_4,raw,,1,0.001,0.000668729752635226,0.0004691534636722059
layer_4,raw,,1,0.01,0.006625492613389046,0.004626334277583064
layer_4,raw,,2,0.0001,6.727220691938942e-05,4.883880809343578e-05
layer_4,raw,,2,0.001,0.000824274559443891,0.0007650888206926001
layer_4,raw,,2,0.01,0.007963272670637258,0.0070406843720267915
layer_4,raw,,3,0.0001,6.883110616021393e-05,5.174547548362196e-05
layer_4,raw,,3,0.001,0.0007722481024061946,0.000608275314331275
layer_4,raw,,3,0.01,0.00648175360058745,0.004344407037778675
layer_4,raw,,4,0.0001,7.739106416058578e-05,6.212657372473369e-05
layer_4,raw,,4,0.001,0.0007743151869730638,0.0006524981865086991
layer_4,raw,,4,0.01,0.007289623630190276,0.005767332132912471
layer_4,raw,,5,0.0001,7.526700351315146e-05,4.478963186599605e-05
layer_4,raw,,5,0.001,0.0006583300919119787,0.0004121666021697303
layer_4,raw,,5,0.01,0.007608037782342473,0.005402335691931933
layer_4,raw,,6,0.0001,6.758229683750212e-05,4.503575914479249e-05
layer_4,raw,,6,0.001,0.0007010646647332497,0.0004361730852337583
layer_4,raw,,6,0.01,0.007272636922750902,0.005569053507425936
layer_4,raw,,7,0.0001,6.733194500142463e-05,4.621653624447987e-05
layer_4,raw,,7,0.001,0.0006673297601535205,0.000543235496371668
layer_4,raw,,7,0.01,0.006945174128388828,0.005085686774131236
layer_4,raw,,8,0.0001,5.667119111471213e-05,3.196310238626197e-05
layer_4,raw,,8,0.001,0.0005604842962743524,0.00042114562089192104
layer_4,raw,,8,0.01,0.005527871237143454,0.003380379246117394
layer_4,raw,,9,0.0001,6.58776510716278e-05,4.886805557785075e-05
layer_4,raw,,9,0.001,0.0005527137891878948,0.00037798886098997284
layer_4,raw,,9,0.01,0.006306937562293282,0.004749941230294752
layer_4,raw,,10,0.0001,6.347496297096704e-05,4.1180863375158146e-05
layer_4,raw,,10,0.001,0.0006431421798696068,0.0004943878078689766
layer_4,raw,,10,0.01,0.0062918702300897135,0.00452228464799017
layer_4,raw,,11,0.0001,6.725929753329614e-05,4.586005161306116e-05
layer_4,raw,,11,0.001,0.0006796583087203172,0.00044027050113765696
layer_4,raw,,11,0.01,0.006788821658687746,0.004717576532034738
layer_4,raw,,0,0.0001,5.768633947940898e-05,4.360669020669885e-05
layer_4,raw,,0,0.001,0.0005910399753863945,0.0003408167504186263
layer_4,raw,,0,0.01,0.0050985804831774435,0.0029763024175024112
layer_4,raw,,1,0.0001,6.14874418794845e-05,4.0579084330836075e-05
layer_4,raw,,1,0.001,0.0006799770479844395,0.0005087901527574326
layer_4,raw,,1,0.01,0.006171146139755812,0.004569871463650256
layer_4,raw,,2,0.0001,7.208711523320318e-05,6.475111511431667e-05
layer_4,raw,,2,0.001,0.0007210972815663889,0.0006841748998394311
layer_4,raw,,2,0.01,0.007331020934403564,0.006025938102265805
layer_4,raw,,3,0.0001,6.777968383623655e-05,4.75979504329815e-05
layer_4,raw,,3,0.001,0.0006925459791509152,0.00044272155259871893
layer_4,raw,,3,0.01,0.007205062098106133,0.005571196769244149
layer_4,raw,,4,0.0001,8.095088562375624e-05,6.936536993684752e-05
layer_4,raw,,4,0.001,0.0008084557657146959,0.000762726535298687
layer_4,raw,,4,0.01,0.0070173574325251556,0.00603556606139301
layer_4,raw,,5,0.0001,7.285815009653055e-05,5.2694683551951296e-05
layer_4,raw,,5,0.001,0.00071093611206809,0.00047860698344275694
layer_4,raw,,5,0.01,0.006308950925243316,0.004440536514950486
layer_4,raw,,6,0.0001,6.824963766823262e-05,5.1966374780099265e-05
layer_4,raw,,6,0.001,0.0006283567833556698,0.00042232961677413924
layer_4,raw,,6,0.01,0.006615219019782795,0.0041602488178762885
layer_4,raw,,7,0.0001,6.884787876116738e-05,5.231623235772644e-05
layer_4,raw,,7,0.001,0.0006475473254807191,0.00048677941089136115
layer_4,raw,,7,0.01,0.006586343591387182,0.004518379257035233
layer_4,raw,,8,0.0001,5.365582710265713e-05,3.4406416034283035e-05
layer_4,raw,,8,0.001,0.0005353620822984533,0.00030878978635274433
layer_4,raw,,8,0.01,0.0048677636449315324,0.0027040211709755194
layer_4,raw,,9,0.0001,6.201681720871653e-05,4.509538107966842e-05
layer_4,raw,,9,0.001,0.0006431447463879884,0.00046656401895423135
layer_4,raw,,9,0.01,0.005769525552258909,0.004240647893356888
layer_4,raw,,10,0.0001,7.237761398844749e-05,5.8134056338955585e-05
layer_4,raw,,10,0.001,0.0006233709882377403,0.0004972832611498867
layer_4,raw,,10,0.01,0.006684797838008111,0.005241835912106999
layer_4,raw,,11,0.0001,6.657332646324607e-05,5.2078832373196775e-05
layer_4,raw,,11,0.001,0.0006728951892266297,0.0004792439036257742
layer_4,raw,,11,0.01,0.006868590566091305,0.0052002946214712185
layer_4,raw,,0,0.0001,5.586270056864676e-05,4.1649694325388194e-05
layer_4,raw,,0,0.001,0.0005325413652968646,0.00031709000469150355
layer_4,raw,,0,0.01,0.006030669152889761,0.004133886988440298
layer_4,raw,,1,0.0001,7.144061308107261e-05,4.891400078516862e-05
layer_4,raw,,1,0.001,0.0006716098059186209,0.0005360658786160689
layer_4,raw,,1,0.01,0.0063431322969938145,0.004482138640355209
layer_4,raw,,2,0.0001,7.700419151028513e-05,6.518703440649283e-05
layer_4,raw,,2,0.001,0.0007061490892232953,0.0006263258970847965
layer_4,raw,,2,0.01,0.007220483001728156,0.005998174368696439
layer_4,raw,,3,0.0001,6.211166597931072e-05,3.963138200127732e-05
layer_4,raw,,3,0.001,0.0006659222933866692,0.00041078785822638365
layer_4,raw,,3,0.01,0.006764577698290268,0.004451691645424108
layer_4,raw,,4,0.0001,6.848195184910081e-05,5.560495938218288e-05
layer_4,raw,,4,0.001,0.0007005981607829723,0.0005602964895867393
layer_4,raw,,4,0.01,0.006984003502244452,0.005577970776499939
layer_4,raw,,5,0.0001,6.127496727713221e-05,4.241571440013559e-05
layer_4,raw,,5,0.001,0.0005799026827783318,0.00034848144666351774
layer_4,raw,,5,0.01,0.006072102321178222,0.0036121117472077183
layer_4,raw,,6,0.0001,6.517438895121307e-05,4.297494139301683e-05
layer_4,raw,,6,0.001,0.0006028174076185751,0.00038293392711103395
layer_4,raw,,6,0.01,0.006387732294980578,0.004010196381253189
layer_4,raw,,7,0.0001,5.493502490077902e-05,3.0484406131132344e-05
layer_4,raw,,7,0.001,0.0006377081463876783,0.0003707862338523745
layer_4,raw,,7,0.01,0.0057914363158785625,0.0035791513560467117
layer_4,raw,,8,0.0001,6.087810920287887e-05,4.120908655764448e-05
layer_4,raw,,8,0.001,0.0005128688390703248,0.00033285999721724294
layer_4,raw,,8,0.01,0.0059064738518506445,0.0042605933378552195
layer_4,raw,,9,0.0001,5.41402453909647e-05,3.8532583859680014e-05
layer_4,raw,,9,0.001,0.000594144927575183,0.00043942863926820576
layer_4,raw,,9,0.01,0.006267163206320897,0.004657126055406362
layer_4,raw,,10,0.0001,6.618634286765299e-05,3.799395863308204e-05
layer_4,raw,,10,0.001,0.0005717786434548211,0.0003661830703844042
layer_4,raw,,10,0.01,0.006591072827366541,0.004685054144082175
layer_4,raw,,11,0.0001,6.651505546887926e-05,4.393207388468416e-05
layer_4,raw,,11,0.001,0.000738993806358948,0.0005137024058268741
layer_4,raw,,11,0.01,0.006588482637946669,0.004607195473525774
layer_4,raw,,0,0.0001,5.5957251855129274e-05,3.541073125745444e-05
layer_4,raw,,0,0.001,0.0004951102167937711,0.00035206530258278894
layer_4,raw,,0,0.01,0.0046646021357770115,0.002925830411715628
layer_4,raw,,1,0.0001,5.5601927783654765e-05,3.891982967535711e-05
layer_4,raw,,1,0.001,0.0004774497415338859,0.0003148530436405471
layer_4,raw,,1,0.01,0.00587077782592684,0.004052335284402353
layer_4,raw,,2,0.0001,7.234193326193719e-05,6.337571160002415e-05
layer_4,raw,,2,0.001,0.0006896866404619654,0.0005412048502053636
layer_4,raw,,2,0.01,0.006766247463301917,0.0049651132519932355
layer_4,raw,,3,0.0001,5.697683450730158e-05,3.491117105311463e-05
layer_4,raw,,3,0.001,0.0005867196987426603,0.00043849520100817057
layer_4,raw,,3,0.01,0.005591767852917665,0.0038375545505694116
layer_4,raw,,4,0.0001,6.875980250259951e-05,6.28271144699735e-05
layer_4,raw,,4,0.001,0.0007784840603702452,0.000638917861345434
layer_4,raw,,4,0.01,0.0063086590948761125,0.00570127515793059
layer_4,raw,,5,0.0001,5.9779268010142614e-05,4.6147679894237566e-05
layer_4,raw,,5,0.001,0.0005409406294074635,0.0003413300259102445
layer_4,raw,,5,0.01,0.005865179804102003,0.004087288780304319
layer_4,raw,,6,0.0001,5.489876135638372e-05,3.4530379845481325e-05
layer_4,raw,,6,0.001,0.0006315980460826397,0.000456278005112361
layer_4,raw,,6,0.01,0.005368539168290377,0.003166139875257346
layer_4,raw,,7,0.0001,6.021517708072802e-05,4.3141559055233163e-05
layer_4,raw,,7,0.001,0.0006150366840307907,0.0004012947279882581
layer_4,raw,,7,0.01,0.006394129941911618,0.004480256708309547
layer_4,raw,,8,0.0001,5.177564349849126e-05,3.480873899537092e-05
layer_4,raw,,8,0.001,0.0005707134881563428,0.00039713820631258996
layer_4,raw,,8,0.01,0.005139151941185864,0.0036413722970244037
layer_4,raw,,9,0.0001,5.189261981921669e-05,3.847146449376002e-05
layer_4,raw,,9,0.001,0.00048649613182541376,0.00036557000663989844
layer_4,raw,,9,0.01,0.005221800755509709,0.003925802910382729
layer_4,raw,,10,0.0001,5.8574775314299726e-05,4.488623927950301e-05
layer_4,raw,,10,0.001,0.0005783583882794596,0.0004018001017311014
layer_4,raw,,10,0.01,0.0053722377211822886,0.003734004274540126
layer_4,raw,,11,0.0001,6.951477309485334e-05,5.890782606803765e-05
layer_4,raw,,11,0.001,0.0006127513983671848,0.00041093373825198633
layer_4,raw,,11,0.01,0.006150881114657003,0.0051417818544580805
layer_4,ln,,0,0.0001,4.3194832299699145e-05,3.093875552366292e-05
layer_4,ln,,0,0.001,0.00044830811917681075,0.0003017494420404778
layer_4,ln,,0,0.01,0.00503802704154533,0.003799800718215755
layer_4,ln,,1,0.0001,5.1942421422116874e-05,3.962288848053838e-05
layer_4,ln,,1,0.001,0.0005659681153272444,0.00043207337291253944
layer_4,ln,,1,0.01,0.005261522033206835,0.003740423881496637
layer_4,ln,,2,0.0001,5.9288910579230885e-05,4.509541015409119e-05
layer_4,ln,,2,0.001,0.0005341129370238513,0.00038958382848619316
layer_4,ln,,2,0.01,0.005567907025654402,0.003994904836908577
layer_4,ln,,3,0.0001,5.5281181316218355e-05,4.072414730626557e-05
layer_4,ln,,3,0.001,0.0005161754557740586,0.0003362697468563045
layer_4,ln,,3,0.01,0.00540146504549352,0.0034568652874470787
layer_4,ln,,4,0.0001,6.64761071211465e-05,5.116176964787188e-05
layer_4,ln,,4,0.001,0.0005764906543720026,0.0004141940394139281
layer_4,ln,,4,0.01,0.006717781198471942,0.004982223941725068
layer_4,ln,,5,0.0001,4.535711850974469e-05,2.9206096158242608e-05
layer_4,ln,,5,0.001,0.0005333948950583478,0.0003893882734908246
layer_4,ln,,5,0.01,0.00562359449750763,0.004213615659396458
layer_4,ln,,6,0.0001,5.292064416749396e-05,3.426243636331046e-05
layer_4,ln,,6,0.001,0.000489928107470166,0.0003277708553664209
layer_4,ln,,6,0.01,0.005783822329976646,0.004988914758544833
layer_4,ln,,7,0.0001,4.542578663269979e-05,2.892070624961746e-05
layer_4,ln,,7,0.001,0.0004864724210140483,0.00032265722310661756
layer_4,ln,,7,0.01,0.006120568595763887,0.004165692829412611
layer_4,ln,,8,0.0001,4.281155834709889e-05,2.9809989321704873e-05
layer_4,ln,,8,0.001,0.00042195643342882123,0.00028276595987461277
layer_4,ln,,8,0.01,0.004496529886322822,0.003191000784000885
layer_4,ln,,9,0.0001,4.18282681650244e-05,2.910654435978247e-05
layer_4,ln,,9,0.001,0.0004829077395938924,0.0003381122096249734
layer_4,ln,,9,0.01,0.004622486902716598,0.0036233367697783127
